deal_id,customer_id,deal_type,deal_date,amount_eur,owner
DEAL-000368,CUST-0206,signup,2024-11-23,89.0,Daniel Wagner
DEAL-000369,CUST-0206,expansion,2025-01-29,33.0,Noah Rhodes
DEAL-000370,CUST-0207,signup,2025-10-16,125.0,Daniel Wagner
DEAL-000371,CUST-0207,expansion,2025-12-16,35.0,Abigail Shaffer
DEAL-000372,CUST-0208,signup,2025-01-29,89.0,Connie Lawrence
DEAL-000373,CUST-0208,expansion,2025-07-30,55.0,Cristian Santos
DEAL-000374,CUST-0209,signup,10/01/2024,89.0,Abigail Shaffer
DEAL-000375,CUST-0210,signup,2025-08-28,125.0,Cristian Santos
DEAL-000376,CUST-0210,expansion,2025-11-25,54.0,Cristian Santos
DEAL-000377,CUST-0210,expansion,2025-12-07,42.0,Connie Lawrence
DEAL-000378,CUST-0211,signup,2025-06-21,89.0,Gina Moore
DEAL-000379,CUST-0211,expansion,2025-10-24,51.0,Noah Rhodes
DEAL-000380,CUST-0212,signup,2025-04-19,89.0,Daniel Wagner
DEAL-000381,CUST-0212,expansion,2025-10-16,40.0,Connie Lawrence
DEAL-000382,CUST-0213,signup,2025-07-04,89.0,Daniel Wagner
DEAL-000383,CUST-0213,expansion,2025-09-07,56.0,Angie Henderson
DEAL-000384,CUST-0213,expansion,2025-10-12,46.0,Allison Hill
DEAL-000385,CUST-0214,signup,2025-07-12,89.0,Cristian Santos
DEAL-000386,CUST-0214,churn,2025-09-23,-89.0,Abigail Shaffer
DEAL-000387,CUST-0215,signup,2025-12-13,125.0,Cristian Santos
DEAL-000388,CUST-0216,signup,2024-07-08,89.0,Connie Lawrence
DEAL-000389,CUST-0216,expansion,2024-11-23,32.0,Daniel Wagner
DEAL-000390,CUST-0216,churn,07-09-2025,-121.0,Abigail Shaffer
DEAL-000391,CUST-0217,signup,2024-03-11,89.0,Daniel Wagner
DEAL-000392,CUST-0218,signup,12/16/2025,125.0,Gina Moore
DEAL-000393,CUST-0219,signup,2025-06-18,89.0,Cristian Santos
DEAL-000394,CUST-0219,expansion,2025-10-26,41.0,Gina Moore
DEAL-000395,CUST-0220,signup,2024-11-27,89.0,Gina Moore
DEAL-000396,CUST-0220,churn,2025-09-12,-89.0,Gina Moore
DEAL-000397,CUST-0221,signup,2024-06-10,89.0,Angie Henderson
DEAL-000398,CUST-0222,signup,2024-03-24,89.0,Angie Henderson
DEAL-000399,CUST-0222,expansion,2025-05-18,30.0,Gina Moore
DEAL-000400,CUST-0223,signup,2025-04-13,89.0,Angie Henderson
DEAL-000401,CUST-0224,signup,2025-10-07,125.0,Allison Hill
DEAL-000402,CUST-0225,signup,2025-02-24,89.0,Noah Rhodes
DEAL-000403,CUST-0225,expansion,2025-05-28,22.0,Allison Hill
DEAL-000404,CUST-0225,churn,28-06-2025,-111.0,Allison Hill
DEAL-000405,CUST-0226,signup,2025-04-26,89.0,Daniel Wagner
DEAL-000406,CUST-0226,expansion,2025-10-08,28.0,Noah Rhodes
DEAL-000407,CUST-0227,signup,2025-03-03,89.0,Angie Henderson
DEAL-000408,CUST-0228,signup,2025-01-17,89.0,Allison Hill
DEAL-000409,CUST-0229,signup,2024-11-21,89.0,Daniel Wagner
DEAL-000410,CUST-0230,signup,2025-11-24,125.0,Gina Moore
DEAL-000411,CUST-0231,signup,2024-08-22,89.0,Connie Lawrence
DEAL-000412,CUST-0232,signup,2025-12-07,125.0,Allison Hill
DEAL-000413,CUST-0233,signup,02/11/2025,89.0,Gina Moore
DEAL-000414,CUST-0233,expansion,2025-09-17,60.0,Gina Moore
DEAL-000415,CUST-0234,signup,2024-08-20,89.0,Allison Hill
DEAL-000416,CUST-0235,signup,2025-02-27,89.0,Allison Hill
DEAL-000417,CUST-0235,churn,2025-09-06,-89.0,Abigail Shaffer
DEAL-000418,CUST-0236,signup,2025-05-16,89.0,Cristian Santos
DEAL-000419,CUST-0236,expansion,2025-07-18,21.0,Cristian Santos
DEAL-000420,CUST-0236,downgrade,19-11-2025,-38.0,Allison Hill
DEAL-000421,CUST-0237,signup,2024-07-13 00:00:00,89.0,Abigail Shaffer
DEAL-000422,CUST-0238,signup,2024-02-03,89.0,Noah Rhodes
DEAL-000423,CUST-0238,expansion,2024-10-03,26.0,Angie Henderson
DEAL-000424,CUST-0239,signup,2025-12-23,125.0,Daniel Wagner
DEAL-000425,CUST-0240,signup,2024-03-14,89.0,Cristian Santos
DEAL-000426,CUST-0240,expansion,2024-11-25,59.0,Connie Lawrence
DEAL-000427,CUST-0241,signup,2024-05-22,89.0,Noah Rhodes
DEAL-000428,CUST-0241,expansion,2025-04-20,45.0,Connie Lawrence
DEAL-000429,CUST-0242,signup,2025-03-09,89.0,Daniel Wagner
DEAL-000430,CUST-0242,expansion,2025-08-19,49.0,Daniel Wagner
DEAL-000431,CUST-0243,signup,2024-05-30,89.0,Allison Hill
DEAL-000432,CUST-0243,expansion,2024-12-29,25.0,Noah Rhodes
DEAL-000433,CUST-0243,churn,2025-09-25,-114.0,Abigail Shaffer
DEAL-000434,CUST-0244,signup,2024-01-29,89.0,Gina Moore
DEAL-000435,CUST-0244,expansion,04/21/2025,44.0,Allison Hill
DEAL-000436,CUST-0245,signup,2024-07-05,89.0,Noah Rhodes
DEAL-000437,CUST-0245,expansion,2025-07-26,20.0,Gina Moore
DEAL-000438,CUST-0245,expansion,2025-08-28,30.0,Abigail Shaffer
DEAL-000439,CUST-0246,signup,2024-06-30,89.0,Allison Hill
DEAL-000440,CUST-0246,expansion,10/16/2024,53.0,Daniel Wagner
DEAL-000441,CUST-0246,expansion,2025-02-14,56.0,Daniel Wagner
DEAL-000442,CUST-0246,churn,2025-05-26,-198.0,Gina Moore
DEAL-000443,CUST-0247,signup,2024-09-09,89.0,Noah Rhodes
DEAL-000444,CUST-0247,downgrade,2025-05-25,-16.0,Cristian Santos
DEAL-000445,CUST-0248,signup,2025-11-23,125.0,Allison Hill
DEAL-000446,CUST-0249,signup,2025-08-31,125.0,Allison Hill
DEAL-000447,CUST-0249,expansion,2025-11-10,40.0,Daniel Wagner
DEAL-000448,CUST-0250,signup,2025-01-01,89.0,Abigail Shaffer
DEAL-000449,CUST-0250,expansion,2025-07-30,29.0,Noah Rhodes
DEAL-000450,CUST-0250,churn,2025-09-03,-118.0,Cristian Santos
DEAL-000451,CUST-0251,signup,2024-04-27,89.0,Daniel Wagner
DEAL-000452,CUST-0251,expansion,2024-09-17,56.0,Abigail Shaffer
DEAL-000453,CUST-0251,churn,2025-09-30,-145.0,Connie Lawrence
DEAL-000454,CUST-0252,signup,2025-10-12,125.0,Noah Rhodes
DEAL-000455,CUST-0252,expansion,2025-12-14,28.0,Connie Lawrence
DEAL-000456,CUST-0253,signup,2025-03-29,89.0,Allison Hill
DEAL-000457,CUST-0254,signup,2025-04-22,89.0,Noah Rhodes
DEAL-000458,CUST-0255,signup,2025-05-17,89.0,Abigail Shaffer
DEAL-000459,CUST-0256,signup,2025-05-13,89.0,Connie Lawrence
DEAL-000460,CUST-0256,expansion,2025-07-26,24.0,Abigail Shaffer
DEAL-000461,CUST-0256,churn,2025-09-02,-113.0,Connie Lawrence
DEAL-000462,CUST-0257,signup,2024-10-14,89.0,Allison Hill
DEAL-000463,CUST-0258,signup,2024-12-14,89.0,Cristian Santos
DEAL-000464,CUST-0259,signup,2025-07-13,89.0,Gina Moore
DEAL-000465,CUST-0259,churn,2025-09-18,-89.0,Gina Moore
DEAL-000466,CUST-0260,signup,2024-11-01,89.0,Abigail Shaffer
DEAL-000467,CUST-0260,downgrade,2025-06-25,-26.0,Abigail Shaffer
DEAL-000468,CUST-0261,signup,2025-05-06,89.0,Abigail Shaffer
DEAL-000469,CUST-0261,expansion,2025-07-28,57.0,Noah Rhodes
DEAL-000470,CUST-0261,churn,2025-09-28,-146.0,Cristian Santos
DEAL-000471,CUST-0262,signup,2025-04-06,89.0,Noah Rhodes
DEAL-000472,CUST-0262,expansion,2025-07-06,24.0,Cristian Santos
DEAL-000473,CUST-0262,churn,2025-09-01,-113.0,Angie Henderson
DEAL-000474,CUST-0263,signup,2024-12-25,89.0,Abigail Shaffer
DEAL-000475,CUST-0264,signup,2025-09-06,125.0,Abigail Shaffer
DEAL-000476,CUST-0264,expansion,2025-12-15,29.0,Connie Lawrence
DEAL-000477,CUST-0265,signup,2024-07-13 00:00:00,89.0,Noah Rhodes
DEAL-000478,CUST-0265,expansion,2025-03-14,26.0,Allison Hill
DEAL-000479,CUST-0266,signup,2025-06-24,89.0,Cristian Santos
DEAL-000480,CUST-0267,signup,2024-05-22,89.0,Gina Moore
DEAL-000481,CUST-0267,churn,2025-11-12,-89.0,Connie Lawrence
DEAL-000482,CUST-0268,signup,2025-07-16,89.0,Cristian Santos
DEAL-000483,CUST-0268,churn,2025-09-06,-89.0,Noah Rhodes
DEAL-000484,CUST-0269,signup,2025-05-22 00:00:00,89.0,Angie Henderson
DEAL-000485,CUST-0269,expansion,2025-07-29,25.0,Abigail Shaffer
DEAL-000486,CUST-0269,churn,2025-09-14,-114.0,Gina Moore
DEAL-000487,CUST-0270,signup,2025-12-29,125.0,Abigail Shaffer
DEAL-000488,CUST-0271,signup,2024-09-15,89.0,Noah Rhodes
DEAL-000489,CUST-0271,expansion,2025-01-05,21.0,Connie Lawrence
DEAL-000490,CUST-0272,signup,2024-05-20,89.0,Connie Lawrence
DEAL-000491,CUST-0272,expansion,2024-10-22,58.0,Abigail Shaffer
DEAL-000492,CUST-0273,signup,2024-04-24,89.0,Abigail Shaffer
DEAL-000493,CUST-0273,expansion,2024-07-05,38.0,Abigail Shaffer
DEAL-000494,CUST-0274,signup,11/17/2024,89.0,Daniel Wagner
DEAL-000495,CUST-0274,expansion,2025-02-28,55.0,Angie Henderson
DEAL-000496,CUST-0275,signup,2024-10-12,89.0,Cristian Santos
DEAL-000497,CUST-0275,expansion,2025-03-07,28.0,Cristian Santos
DEAL-000498,CUST-0275,expansion,2025-11-26,44.0,Cristian Santos
DEAL-000499,CUST-0276,signup,2025-10-18,125.0,Gina Moore
DEAL-000500,CUST-0277,signup,15-07-2025,89.0,Angie Henderson
DEAL-000501,CUST-0278,signup,2025-10-04,125.0,Noah Rhodes
DEAL-000502,CUST-0279,signup,2024-12-25,89.0,Angie Henderson
DEAL-000503,CUST-0280,signup,2024-07-04,89.0,Abigail Shaffer
DEAL-000504,CUST-0280,expansion,2025-04-12,37.0,Cristian Santos
DEAL-000505,CUST-0281,signup,2025-03-20,89.0,Gina Moore
DEAL-000506,CUST-0282,signup,2024-08-07,89.0,Connie Lawrence
DEAL-000507,CUST-0282,expansion,2025-11-10,24.0,Cristian Santos
DEAL-000508,CUST-0283,signup,2025-03-03,89.0,Daniel Wagner
DEAL-000509,CUST-0283,churn,2025-09-29,-89.0,Gina Moore
DEAL-000510,CUST-0284,signup,2025-05-02,89.0,Daniel Wagner
DEAL-000511,CUST-0284,expansion,2025-08-08,59.0,Gina Moore
DEAL-000512,CUST-0284,churn,2025-08-30,-148.0,Noah Rhodes
DEAL-000513,CUST-0285,signup,2024-09-12,89.0,Angie Henderson
DEAL-000514,CUST-0286,signup,2024-01-17,89.0,Cristian Santos
DEAL-000515,CUST-0287,signup,2025-09-20,125.0,Allison Hill
DEAL-000516,CUST-0288,signup,2024-12-15 00:00:00,89.0,Abigail Shaffer
DEAL-000517,CUST-0288,expansion,2025-09-03,41.0,Connie Lawrence
DEAL-000518,CUST-0289,signup,2025-09-16,125.0,Abigail Shaffer
DEAL-000519,CUST-0289,expansion,2025-12-13,41.0,Angie Henderson
DEAL-000520,CUST-0290,signup,2024-02-21,89.0,Daniel Wagner
DEAL-000521,CUST-0290,expansion,2025-02-22,40.0,Gina Moore
DEAL-000522,CUST-0291,signup,2024-07-02,89.0,Abigail Shaffer
DEAL-000523,CUST-0291,expansion,2025-02-07,31.0,Connie Lawrence
DEAL-000524,CUST-0292,signup,2025-08-03,89.0,Cristian Santos
DEAL-000525,CUST-0293,signup,2025-02-02,89.0,Gina Moore
DEAL-000526,CUST-0294,signup,2024-03-28 00:00:00,89.0,Abigail Shaffer
DEAL-000527,CUST-0294,expansion,2025-01-30,40.0,Connie Lawrence
DEAL-000528,CUST-0294,expansion,2025-06-16,37.0,Noah Rhodes
DEAL-000529,CUST-0295,signup,2025-10-04,125.0,Angie Henderson
DEAL-000530,CUST-0295,expansion,12-12-2025,32.0,Allison Hill
DEAL-000531,CUST-0296,signup,2024-02-17,89.0,Gina Moore
DEAL-000532,CUST-0296,expansion,2025-08-02,33.0,Cristian Santos
DEAL-000533,CUST-0297,signup,2024-12-04,89.0,Noah Rhodes
DEAL-000534,CUST-0298,signup,2025-07-04,89.0,Angie Henderson
DEAL-000535,CUST-0298,expansion,2025-11-27,51.0,Cristian Santos
DEAL-000536,CUST-0298,expansion,15-12-2025,46.0,Daniel Wagner
DEAL-000537,CUST-0299,signup,2025-07-01,89.0,Abigail Shaffer
DEAL-000538,CUST-0299,expansion,2025-10-01,29.0,Abigail Shaffer
DEAL-000539,CUST-0300,signup,2024-12-12,89.0,Noah Rhodes
DEAL-000540,CUST-0301,signup,07/12/2024,89.0,Abigail Shaffer
DEAL-000541,CUST-0301,expansion,2025-04-27,58.0,Abigail Shaffer
DEAL-000542,CUST-0301,downgrade,2025-07-12,-33.0,Allison Hill
DEAL-000543,CUST-0302,signup,2024-06-15,89.0,Noah Rhodes
DEAL-000544,CUST-0302,expansion,2025-02-14,54.0,Noah Rhodes
DEAL-000545,CUST-0302,churn,2025-09-18,-143.0,Daniel Wagner
DEAL-000546,CUST-0303,signup,2025-05-09,89.0,Connie Lawrence
DEAL-000547,CUST-0304,signup,2025-09-06,125.0,Allison Hill
DEAL-000548,CUST-0304,expansion,2025-11-15,59.0,Abigail Shaffer
DEAL-000549,CUST-0305,signup,2024-09-27,89.0,Noah Rhodes
DEAL-000550,CUST-0305,expansion,2025-05-14,47.0,Allison Hill
DEAL-000551,CUST-0305,churn,2025-09-03,-136.0,Noah Rhodes
DEAL-000552,CUST-0306,signup,2025-11-24,125.0,Cristian Santos
DEAL-000553,CUST-0307,signup,2024-11-25,89.0,Daniel Wagner
DEAL-000554,CUST-0307,expansion,05/17/2025,52.0,Gina Moore
DEAL-000555,CUST-0308,signup,2024-02-16,89.0,Connie Lawrence
DEAL-000556,CUST-0309,signup,2025-08-14,89.0,Abigail Shaffer
DEAL-000557,CUST-0310,signup,2025-12-26,125.0,Gina Moore
DEAL-000558,CUST-0311,signup,2025-10-11,125.0,Angie Henderson
DEAL-000559,CUST-0311,expansion,2025-12-16,57.0,Connie Lawrence
DEAL-000560,CUST-0312,signup,2025-09-16,125.0,Allison Hill
DEAL-000561,CUST-0313,signup,2024-07-13,89.0,Gina Moore
DEAL-000562,CUST-0313,churn,2025-08-24,-89.0,Noah Rhodes
DEAL-000563,CUST-0314,signup,2025-05-10,89.0,Cristian Santos
DEAL-000564,CUST-0315,signup,2024-02-19,89.0,Abigail Shaffer
DEAL-000565,CUST-0315,churn,2024-08-14,-89.0,Noah Rhodes
DEAL-000566,CUST-0316,signup,2024-04-21,89.0,Connie Lawrence
DEAL-000567,CUST-0316,expansion,2024-10-16,29.0,Cristian Santos
DEAL-000568,CUST-0317,signup,2024-10-17,89.0,Daniel Wagner
DEAL-000569,CUST-0317,expansion,2025-06-09,49.0,Gina Moore
DEAL-000570,CUST-0318,signup,2025-03-05,89.0,Gina Moore
DEAL-000571,CUST-0318,expansion,2025-05-28,48.0,Connie Lawrence
DEAL-000572,CUST-0318,expansion,2025-08-01,50.0,Noah Rhodes
DEAL-000573,CUST-0319,signup,2025-07-26,89.0,Noah Rhodes
DEAL-000574,CUST-0319,expansion,2025-11-01,22.0,Allison Hill
DEAL-000575,CUST-0320,signup,2025-10-06,125.0,Connie Lawrence
DEAL-000576,CUST-0321,signup,2025-11-04,125.0,Noah Rhodes
DEAL-000577,CUST-0322,signup,2024-01-16,89.0,Angie Henderson
DEAL-000578,CUST-0322,expansion,08/31/2024,35.0,Connie Lawrence
DEAL-000579,CUST-0322,expansion,2025-08-26,31.0,Abigail Shaffer
DEAL-000580,CUST-0323,signup,2025-02-28,89.0,Abigail Shaffer
DEAL-000581,CUST-0323,expansion,08/25/2025,34.0,Angie Henderson
DEAL-000582,CUST-0323,churn,2025-09-20,-123.0,Angie Henderson
DEAL-000583,CUST-0324,signup,2024-05-06,89.0,Abigail Shaffer
DEAL-000584,CUST-0325,signup,2024-02-26,89.0,Abigail Shaffer
DEAL-000585,CUST-0325,downgrade,2025-01-13,-29.0,Abigail Shaffer
DEAL-000586,CUST-0325,expansion,2025-06-05,21.0,Allison Hill
DEAL-000587,CUST-0326,signup,2024-11-21,89.0,Noah Rhodes
DEAL-000588,CUST-0326,expansion,2025-03-13,37.0,Noah Rhodes
DEAL-000589,CUST-0326,expansion,2025-07-19,33.0,Angie Henderson
DEAL-000590,CUST-0326,churn,2025-09-09,-159.0,Connie Lawrence
DEAL-000591,CUST-0327,signup,2025-06-16,89.0,Connie Lawrence
DEAL-000592,CUST-0327,churn,02-09-2025,-89.0,Daniel Wagner
DEAL-000593,CUST-0328,signup,2024-11-05,89.0,Gina Moore
DEAL-000594,CUST-0329,signup,2024-11-28,89.0,Gina Moore
DEAL-000595,CUST-0329,expansion,2025-03-26,36.0,Connie Lawrence
DEAL-000596,CUST-0330,signup,2024-10-26,89.0,Abigail Shaffer
DEAL-000597,CUST-0330,churn,2025-09-09,-89.0,Abigail Shaffer
DEAL-000598,CUST-0331,signup,2025-07-06,89.0,Connie Lawrence
DEAL-000599,CUST-0331,expansion,2025-11-18,27.0,Connie Lawrence
DEAL-000600,CUST-0332,signup,2025-08-23,125.0,Gina Moore
DEAL-000601,CUST-0333,signup,2025-05-31,89.0,Noah Rhodes
DEAL-000602,CUST-0333,expansion,2025-09-12,39.0,Angie Henderson
DEAL-000603,CUST-0334,signup,2025-03-10,89.0,Connie Lawrence
DEAL-000604,CUST-0334,churn,24-08-2025,-89.0,Noah Rhodes
DEAL-000605,CUST-0335,signup,2024-08-04 00:00:00,89.0,Daniel Wagner
DEAL-000606,CUST-0335,churn,2025-04-18,-89.0,Cristian Santos
DEAL-000607,CUST-0336,signup,2025-10-13,125.0,Connie Lawrence
DEAL-000608,CUST-0336,expansion,2025-12-12,31.0,Angie Henderson
DEAL-000609,CUST-0337,signup,2025-10-26,449.0,Abigail Shaffer
DEAL-000610,CUST-0337,churn,2025-12-25,-449.0,Abigail Shaffer
DEAL-000611,CUST-0338,signup,2024-08-11,449.0,Abigail Shaffer
DEAL-000612,CUST-0338,expansion,2025-08-11,170.0,Abigail Shaffer
DEAL-000613,CUST-0339,signup,2025-11-28,449.0,Angie Henderson
DEAL-000614,CUST-0340,signup,2025-03-03,449.0,Angie Henderson
DEAL-000615,CUST-0340,expansion,09/03/2025,425.0,Angie Henderson
DEAL-000616,CUST-0341,signup,2025-11-13,449.0,Gina Moore
DEAL-000617,CUST-0342,signup,2024-06-01,449.0,Angie Henderson
DEAL-000618,CUST-0342,expansion,2024-12-25,171.0,Connie Lawrence
DEAL-000619,CUST-0343,signup,2024-04-18,449.0,Allison Hill
DEAL-000620,CUST-0343,expansion,2025-09-21,417.0,Connie Lawrence
DEAL-000621,CUST-0344,signup,02/21/2025,449.0,Angie Henderson
DEAL-000622,CUST-0344,expansion,2025-04-24,348.0,Daniel Wagner
DEAL-000623,CUST-0345,signup,2025-01-05,449.0,Gina Moore
DEAL-000624,CUST-0345,expansion,2025-09-18,387.0,Abigail Shaffer
DEAL-000625,CUST-0345,expansion,2025-11-19,434.0,Gina Moore
DEAL-000626,CUST-0346,signup,2025-02-12,449.0,Abigail Shaffer
DEAL-000627,CUST-0347,signup,2024-06-21,449.0,Noah Rhodes
DEAL-000628,CUST-0347,expansion,2025-04-27,185.0,Allison Hill
DEAL-000629,CUST-0347,expansion,2025-08-18,327.0,Daniel Wagner
DEAL-000630,CUST-0348,signup,2024-10-02 00:00:00,449.0,Cristian Santos
DEAL-000631,CUST-0349,signup,2025-01-11,449.0,Cristian Santos
DEAL-000632,CUST-0349,expansion,2025-03-28,240.0,Angie Henderson
DEAL-000633,CUST-0349,downgrade,2025-07-07,-217.0,Gina Moore
DEAL-000634,CUST-0350,signup,2025-07-16,449.0,Noah Rhodes
DEAL-000635,CUST-0350,expansion,2025-11-16,381.0,Noah Rhodes
DEAL-000636,CUST-0350,expansion,2025-11-25,480.0,Cristian Santos
DEAL-000637,CUST-0351,signup,2024-06-16,449.0,Allison Hill
DEAL-000638,CUST-0351,expansion,2025-05-19,487.0,Gina Moore
DEAL-000639,CUST-0351,expansion,2025-09-15,378.0,Daniel Wagner
DEAL-000640,CUST-0351,expansion,2025-10-10,287.0,Abigail Shaffer
DEAL-000641,CUST-0352,signup,2024-07-13,449.0,Daniel Wagner
DEAL-000642,CUST-0352,expansion,2024-11-02,476.0,Cristian Santos
DEAL-000643,CUST-0353,signup,2025-05-01,449.0,Cristian Santos
DEAL-000644,CUST-0353,expansion,2025-07-08,330.0,Connie Lawrence
DEAL-000645,CUST-0354,signup,19-07-2025,449.0,Noah Rhodes
DEAL-000646,CUST-0355,signup,2024-04-22,449.0,Daniel Wagner
DEAL-000647,CUST-0355,expansion,2025-09-13,160.0,Daniel Wagner
DEAL-000648,CUST-0356,signup,2025-07-11,449.0,Connie Lawrence
DEAL-000649,CUST-0356,expansion,2025-12-12,401.0,Abigail Shaffer
DEAL-000650,CUST-0357,signup,2024-06-16,449.0,Angie Henderson
DEAL-000651,CUST-0357,expansion,2024-09-05,415.0,Daniel Wagner
DEAL-000652,CUST-0357,churn,2024-11-14,-864.0,Daniel Wagner
DEAL-000653,CUST-0358,signup,2025-03-07,449.0,Connie Lawrence
DEAL-000654,CUST-0358,expansion,2025-11-28,130.0,Cristian Santos
DEAL-000655,CUST-0359,signup,2025-03-31,449.0,Angie Henderson
DEAL-000656,CUST-0360,signup,2025-09-19,449.0,Cristian Santos
DEAL-000657,CUST-0360,expansion,2025-11-28,460.0,Cristian Santos
DEAL-000658,CUST-0361,signup,2024-06-21,449.0,Noah Rhodes
DEAL-000659,CUST-0361,expansion,2025-06-09,236.0,Angie Henderson
DEAL-000660,CUST-0361,expansion,02-11-2025,363.0,Abigail Shaffer
DEAL-000661,CUST-0362,signup,2025-12-25,449.0,Allison Hill
DEAL-000662,CUST-0363,signup,2024-07-26 00:00:00,449.0,Angie Henderson
DEAL-000663,CUST-0363,expansion,2024-11-27,459.0,Daniel Wagner
DEAL-000664,CUST-0363,expansion,2025-02-12,435.0,Angie Henderson
DEAL-000665,CUST-0364,signup,2025-01-08,449.0,Connie Lawrence
DEAL-000666,CUST-0365,signup,2025-04-05,449.0,Abigail Shaffer
DEAL-000667,CUST-0365,expansion,2025-08-06,489.0,Gina Moore
DEAL-000668,CUST-0366,signup,2024-02-12,449.0,Cristian Santos
DEAL-000669,CUST-0366,expansion,04-09-2024,395.0,Abigail Shaffer
DEAL-000670,CUST-0367,signup,2025-02-25,449.0,Noah Rhodes
DEAL-000671,CUST-0367,expansion,2025-05-15,424.0,Abigail Shaffer
DEAL-000672,CUST-0367,expansion,2025-07-31,331.0,Cristian Santos
DEAL-000673,CUST-0368,signup,2025-10-16,449.0,Gina Moore
DEAL-000674,CUST-0368,expansion,12/16/2025,332.0,Connie Lawrence
DEAL-000675,CUST-0369,signup,2025-01-18,449.0,Allison Hill
DEAL-000676,CUST-0370,signup,2025-02-27,449.0,Noah Rhodes
DEAL-000677,CUST-0370,expansion,2025-06-22,496.0,Gina Moore
DEAL-000678,CUST-0370,churn,07/13/2025,-945.0,Connie Lawrence
DEAL-000679,CUST-0371,signup,2025-08-07,449.0,Gina Moore
DEAL-000680,CUST-0371,expansion,14-10-2025,373.0,Cristian Santos
DEAL-000681,CUST-0371,expansion,2025-11-25,211.0,Connie Lawrence
DEAL-000682,CUST-0371,expansion,2025-11-29,208.0,Cristian Santos
DEAL-000683,CUST-0372,signup,2025-06-21 00:00:00,449.0,Angie Henderson
DEAL-000684,CUST-0372,expansion,2025-10-02,380.0,Gina Moore
DEAL-000685,CUST-0373,signup,02-08-2025,449.0,Allison Hill
DEAL-000686,CUST-0373,expansion,2025-11-13,449.0,Allison Hill
DEAL-000687,CUST-0374,signup,2024-05-13,449.0,Noah Rhodes
DEAL-000688,CUST-0375,signup,2024-10-15,449.0,Angie Henderson
DEAL-000689,CUST-0375,expansion,2024-12-22,163.0,Gina Moore
DEAL-000690,CUST-0375,expansion,2025-10-30,335.0,Gina Moore
DEAL-000691,CUST-0376,signup,2024-04-22,449.0,Daniel Wagner
DEAL-000692,CUST-0376,expansion,2024-06-21,319.0,Angie Henderson
DEAL-000693,CUST-0377,signup,2024-11-25,449.0,Cristian Santos
DEAL-000694,CUST-0377,downgrade,2025-08-26 00:00:00,-120.0,Noah Rhodes
DEAL-000695,CUST-0378,signup,2025-01-14,449.0,Connie Lawrence
DEAL-000696,CUST-0379,signup,2025-08-20,449.0,Connie Lawrence
DEAL-000697,CUST-0379,expansion,2025-11-04,142.0,Angie Henderson
DEAL-000698,CUST-0380,signup,2025-09-08,449.0,Daniel Wagner
DEAL-000699,CUST-0380,expansion,2025-11-10,302.0,Abigail Shaffer
DEAL-000700,CUST-0380,expansion,2025-11-26 00:00:00,471.0,Noah Rhodes
DEAL-000701,CUST-0381,signup,2025-12-10,449.0,Noah Rhodes
DEAL-000702,CUST-0382,signup,2024-07-13,449.0,Angie Henderson
DEAL-000703,CUST-0382,expansion,2024-09-11,209.0,Daniel Wagner
DEAL-000704,CUST-0382,expansion,05/13/2025,139.0,Gina Moore
DEAL-000705,CUST-0383,signup,2025-11-15,449.0,Allison Hill
DEAL-000706,CUST-0384,signup,2024-01-04,449.0,Abigail Shaffer
DEAL-000707,CUST-0384,expansion,2024-03-12 00:00:00,456.0,Angie Henderson
DEAL-000708,CUST-0384,expansion,2025-02-18,161.0,Gina Moore
DEAL-000709,CUST-0385,signup,16-06-2025,449.0,Abigail Shaffer
DEAL-000710,CUST-0385,downgrade,2025-10-23,-138.0,Noah Rhodes
DEAL-000711,CUST-0386,signup,2025-10-13,449.0,Abigail Shaffer
DEAL-000712,CUST-0386,expansion,2025-12-12,152.0,Angie Henderson
DEAL-000713,CUST-0386,expansion,2025-12-14,288.0,Angie Henderson
DEAL-000714,CUST-0386,expansion,2025-12-14,170.0,Noah Rhodes
DEAL-000715,CUST-0387,signup,2024-03-25,449.0,Angie Henderson
DEAL-000716,CUST-0387,expansion,2024-06-01,412.0,Gina Moore
DEAL-000717,CUST-0387,expansion,2025-11-18,388.0,Connie Lawrence
DEAL-000718,CUST-0388,signup,2025-10-25,449.0,Daniel Wagner
DEAL-000719,CUST-0389,signup,2024-09-30,449.0,Gina Moore
DEAL-000720,CUST-0389,expansion,2025-02-14,310.0,Daniel Wagner
DEAL-000721,CUST-0389,expansion,2025-10-16,483.0,Noah Rhodes
DEAL-000722,CUST-0390,signup,2024-08-20,449.0,Noah Rhodes
DEAL-000723,CUST-0390,expansion,2024-12-09,171.0,Abigail Shaffer
DEAL-000724,CUST-0391,signup,2024-01-14,449.0,Connie Lawrence
DEAL-000725,CUST-0391,expansion,2025-03-08,319.0,Angie Henderson
DEAL-000726,CUST-0392,signup,2025-02-02,449.0,Noah Rhodes
DEAL-000727,CUST-0392,expansion,2025-06-05,241.0,Daniel Wagner
DEAL-000728,CUST-0392,churn,2025-12-15,-690.0,Cristian Santos
DEAL-000729,CUST-0393,signup,2025-04-30,449.0,Daniel Wagner
DEAL-000730,CUST-0393,expansion,2025-07-05,437.0,Abigail Shaffer
DEAL-000731,CUST-0393,expansion,2025-09-14,205.0,Cristian Santos
DEAL-000732,CUST-0394,signup,19-05-2025,449.0,Gina Moore
